date,irrigation-ban,precipitation,sunshine,temperature,real_consumption
2018-07-11,1.0,0.0,8.657777777777778,22.900000000000002,16213.999999999998
2018-07-12,1.0,0.0,11.902222222222225,23.587500000000002,17127.0
2018-07-13,1.0,0.0,16.00611111111111,21.9375,16144.0
2018-07-14,1.0,0.0,4.019444444444445,17.745833333333334,14153.0
2018-07-15,1.0,0.0,4.576111111111112,18.391666666666666,14521.0
2018-07-16,1.0,0.0,12.693333333333332,21.891666666666666,15019.0
2018-07-17,1.0,0.7,5.701944444444444,23.65833333333333,16014.0
2018-07-18,1.0,1.8,2.93,21.520833333333332,14511.0
2018-07-19,1.0,0.0,13.336944444444445,20.466666666666665,14165.0
2018-07-20,1.0,0.0,15.386666666666668,19.462500000000002,14987.0
2018-07-21,1.0,0.0,11.176666666666666,19.849999999999998,13586.0
2018-07-22,1.0,0.0,6.206944444444445,19.629166666666666,14384.0
2018-07-23,1.0,0.0,8.421388888888888,20.495833333333334,14582.0
2018-07-24,1.0,0.0,8.721111111111112,21.599999999999998,14510.0
2018-07-25,1.0,0.0,15.679166666666667,23.366666666666664,14582.0
2018-07-26,1.0,0.0,15.675,23.004166666666666,14657.0
2018-07-27,1.0,0.0,12.888055555555557,25.52916666666667,14387.0
2018-07-28,1.0,4.1,8.572777777777778,24.837500000000002,14170.0
2018-07-29,1.0,0.0,11.356111111111112,22.52916666666667,14459.0
2018-07-30,1.0,0.0,4.809722222222222,23.65833333333333,14973.0
2018-07-31,1.0,0.0,9.053055555555556,26.5125,13220.0
2018-08-01,1.0,0.0,7.259166666666666,21.675,16010.0
2018-08-02,1.0,0.0,13.737777777777778,21.1375,14744.0
2018-08-03,1.0,0.0,9.435833333333331,21.78333333333333,14414.0
2018-08-04,1.0,0.0,10.209722222222222,21.495833333333334,14234.0
2018-08-05,1.0,0.0,10.809722222222222,19.454166666666666,14189.0
2018-08-06,1.0,0.3,5.116944444444444,18.254166666666666,14247.0
2018-08-07,1.0,0.0,10.498333333333331,22.575,14214.0
2018-08-08,1.0,0.5,5.417222222222223,24.391666666666666,13600.0
2018-08-09,1.0,0.6,11.562777777777775,21.166666666666668,13610.0
2018-08-10,1.0,1.2,2.683333333333333,19.01666666666667,13580.0
2018-08-11,1.0,6.9,4.178888888888889,15.733333333333334,13460.0
2018-08-12,1.0,0.0,12.468055555555557,15.758333333333333,14305.0
2018-08-13,1.0,8.9,10.890833333333331,16.3125,13352.0
2018-08-14,1.0,1.3,0.0,16.974999999999998,12426.0
2018-08-15,1.0,0.0,5.624444444444444,18.5625,12396.0
2018-08-16,1.0,0.0,0.2908333333333333,20.620833333333334,12728.0
2018-08-17,1.0,0.3,4.082777777777777,18.716666666666665,12731.0
2018-08-18,1.0,0.1,2.003055555555556,17.508333333333333,14284.0
2018-08-19,1.0,32.0,1.85,17.474999999999998,14081.0
2018-08-20,1.0,0.0,6.885833333333333,16.883333333333333,14110.0
2018-08-21,0.0,0.0,13.634444444444444,15.733333333333334,14885.0
2018-08-22,0.0,0.0,0.2369444444444444,18.441666666666666,14275.0
2018-08-23,0.0,12.4,1.6883333333333332,19.604166666666668,15028.0
2018-08-24,0.0,0.7,1.735,16.233333333333334,14385.0
2018-08-25,0.0,1.9,8.73,15.054166666666667,13944.0
2018-08-26,0.0,0.0,7.538611111111111,14.670833333333334,15738.0
2018-08-27,0.0,7.0,0.3402777777777778,13.745833333333335,15226.0
2018-08-28,0.0,0.0,5.266944444444444,16.770833333333332,13991.0
2018-08-29,0.0,0.0,1.476388888888889,17.416666666666668,14054.0
2018-08-30,0.0,2.4,0.0,16.783333333333335,13788.0
2018-08-31,0.0,0.4,0.0,14.783333333333333,14437.0
2018-09-01,0.0,0.0,3.421388888888889,16.179166666666667,15416.0
2018-09-02,0.0,0.0,12.6075,16.583333333333332,17219.0
2018-09-03,0.0,0.0,12.203055555555556,17.791666666666668,16707.0
2018-09-04,0.0,0.0,2.8725,16.891666666666666,14988.0
2018-09-05,0.0,0.0,4.402222222222222,18.329166666666666,16755.0
2018-09-06,0.0,0.0,4.211111111111111,19.025000000000002,15280.0
2018-09-07,0.0,13.8,1.248888888888889,17.566666666666666,14261.0
2018-09-08,0.0,2.0,4.264444444444444,14.700000000000001,15015.0
2018-09-09,0.0,1.7,0.0575,15.358333333333334,15051.0
2018-09-10,0.0,4.0,3.7711111111111113,16.3875,13618.0
2018-09-11,0.0,8.5,0.0,15.1625,14126.0
2018-09-12,0.0,1.5,2.98,14.979166666666666,13230.0
2018-09-13,0.0,0.0,2.3291666666666666,14.354166666666666,14751.0
2018-09-14,0.0,5.6,0.5275,14.483333333333334,12999.0
2018-09-15,0.0,0.0,7.186388888888889,14.204166666666666,14557.0
2018-09-16,0.0,6.0,2.272222222222222,14.104166666666666,14676.0
2018-09-17,0.0,0.0,4.865,15.495833333333332,17756.0
2018-09-18,0.0,0.0,11.033333333333331,19.8875,18172.0
2018-09-19,0.0,0.8,1.0755555555555556,17.9875,17934.0
2018-09-20,0.0,2.4,0.9677777777777776,14.945833333333333,18459.0
2018-09-21,0.0,1.1,0.6527777777777778,15.966666666666667,16601.0
2018-09-22,0.0,2.4,3.733611111111111,12.700000000000001,17083.0
2018-09-23,0.0,0.0,6.49,12.0375,18742.0
2018-09-24,0.0,0.0,10.602777777777778,8.987499999999999,15952.0
2018-09-25,0.0,0.2,8.655277777777778,9.529166666666667,16211.0
2018-09-26,0.0,0.9,0.0122222222222222,13.808333333333332,16836.0
2018-09-27,0.0,0.2,0.0636111111111111,13.779166666666667,16478.0
2018-09-28,0.0,1.5,10.144722222222224,10.320833333333333,15068.0
2018-09-29,0.0,0.0,0.3741666666666666,9.458333333333334,15874.0
2018-09-30,0.0,0.0,1.0469444444444445,12.108333333333334,17008.0
2018-10-01,0.0,1.2,3.5725,9.104166666666666,15923.0
2018-10-02,0.0,7.1,0.5366666666666666,8.25,17195.0
2018-10-03,0.0,0.0,7.171666666666667,7.875,15659.0
2018-10-04,0.0,1.1,0.2425,8.708333333333334,16365.0
2018-10-05,0.0,8.2,1.0672222222222223,12.266666666666666,15290.0
2018-10-06,0.0,2.4,0.0,10.129166666666666,16943.0
2018-10-07,0.0,2.0,9.122222222222222,9.091666666666667,16836.0
2018-10-08,0.0,9.4,0.0,11.808333333333332,15649.0
2018-10-09,0.0,0.0,0.0008333333333333,13.9,16232.999999999998
2018-10-10,0.0,0.0,2.7827777777777776,12.241666666666667,15679.0
2018-10-11,0.0,0.0,9.864444444444445,14.4375,16371.0
2018-10-12,0.0,0.0,8.964444444444444,14.887500000000001,16805.0
2018-10-13,0.0,0.0,4.538055555555555,17.458333333333332,16786.0
2018-10-14,0.0,0.0,9.610555555555557,17.6125,17802.0
2018-10-15,0.0,0.0,9.009444444444444,15.220833333333333,17548.0
2018-10-16,0.0,0.0,0.5427777777777778,13.279166666666667,17419.0
2018-10-17,0.0,0.0,0.4163888888888888,14.629166666666668,18543.0
2018-10-18,0.0,0.0,9.016944444444444,11.0625,18260.0
