Date,Qobs,sim1,sim2
2000-01-02,706.0,988.8,914.2
2000-01-03,730.0,1039.0,995.5
2000-01-04,802.0,1039.0,963.8
2000-01-05,834.0,1026.0,959.1
2000-01-06,874.0,1028.0,930.2
2000-01-07,894.0,1022.0,930.5
2000-01-08,960.0,1009.0,961.2
2000-01-09,1000.0,1007.0,970.1
2000-01-10,966.0,1023.0,965.9
2000-01-11,958.0,1043.0,964.2
2000-01-12,982.0,1055.0,969.3
2000-01-13,1020.0,1062.0,982.1
2000-01-14,1065.0,1065.0,998.6
2000-01-15,1105.0,1068.0,1010.0
2000-01-16,1090.0,1073.0,1014.0
2000-01-17,1050.0,1083.0,1012.0
2000-01-18,1030.0,1095.0,1008.0
2000-01-19,988.0,1107.0,1002.0
2000-01-20,910.0,1115.0,996.7
2000-01-21,850.0,1117.0,991.3
2000-01-22,842.0,1116.0,987.5
2000-01-23,826.0,1112.0,985.4
2000-01-24,778.0,1107.0,984.8
2000-01-25,725.0,1103.0,986.4
2000-01-26,677.5,1098.0,991.3
2000-01-27,639.0,1095.0,997.6
2000-01-28,604.0,1094.0,1000.0
2000-01-29,656.5,1095.0,998.4
2000-01-30,681.0,1100.0,994.7
2000-01-31,646.0,1110.0,992.8
2000-02-01,674.0,1122.0,993.8
2000-02-02,828.0,1134.0,1001.0
2000-02-03,1032.0,1144.0,1014.0
2000-02-04,1150.0,1154.0,1036.0
2000-02-05,1230.0,1165.0,1068.0
2000-02-06,1395.0,1181.0,1116.0
2000-02-07,1570.0,1205.0,1205.0
2000-02-08,1715.0,1238.0,1404.0
2000-02-09,1890.0,1285.0,1639.0
2000-02-10,2040.0,1371.0,1786.0
2000-02-11,2280.0,1588.0,1953.0
2000-02-12,2520.0,1995.0,2209.0
2000-02-13,2625.0,2365.0,2326.0
2000-02-14,2695.0,2688.0,2378.0
2000-02-15,2750.0,2928.0,2407.0
2000-02-16,2795.0,3022.0,2364.0
2000-02-17,2760.0,3036.0,2288.0
2000-02-18,2600.0,3001.0,2229.0
2000-02-19,2395.0,2930.0,2223.0
2000-02-20,2225.0,2856.0,2242.0
2000-02-21,2120.0,2804.0,2210.0
2000-02-22,2030.0,2778.0,2157.0
2000-02-23,1955.0,2754.0,2132.0
2000-02-24,1890.0,2710.0,2098.0
2000-02-25,1835.0,2655.0,2038.0
2000-02-26,1805.0,2595.0,1973.0
2000-02-27,1735.0,2522.0,1918.0
2000-02-28,1655.0,2438.0,1873.0
2000-02-29,1615.0,2352.0,1835.0
2000-03-01,1580.0,2273.0,1805.0
2000-03-02,1650.0,2206.0,1815.0
2000-03-03,1645.0,2153.0,1945.0
2000-03-04,1580.0,2117.0,2080.0
2000-03-05,1695.0,2114.0,2084.0
2000-03-06,1730.0,2182.0,2062.0
2000-03-07,1685.0,2309.0,2105.0
2000-03-08,1725.0,2391.0,2247.0
2000-03-09,1720.0,2423.0,2305.0
2000-03-10,1825.0,2486.0,2307.0
2000-03-11,1950.0,2610.0,2280.0
2000-03-12,1910.0,2708.0,2231.0
2000-03-13,1960.0,2732.0,2294.0
2000-03-14,2050.0,2716.0,3206.0
2000-03-15,2020.0,2738.0,3477.0
2000-03-16,2065.0,3094.0,3203.0
2000-03-17,2235.0,3929.0,2964.0
2000-03-18,2520.0,4038.0,2795.0
2000-03-19,2900.0,3797.0,2663.0
2000-03-20,3065.0,3546.0,2574.0
2000-03-21,2870.0,3342.0,2561.0
2000-03-22,2555.0,3191.0,2524.0
2000-03-23,2360.0,3090.0,2427.0
2000-03-24,2300.0,3018.0,2323.0
2000-03-25,2235.0,2939.0,2235.0
2000-03-26,2150.0,2833.0,2165.0
2000-03-27,2095.0,2715.0,2113.0
2000-03-28,2030.0,2599.0,2113.0
2000-03-29,2000.0,2498.0,2246.0
2000-03-30,1985.0,2419.0,2399.0
2000-03-31,1995.0,2381.0,2460.0
2000-04-01,2040.0,2420.0,2590.0
2000-04-02,2060.0,2547.0,2881.0
2000-04-03,2130.0,2696.0,3003.0
2000-04-04,2265.0,2898.0,3019.0
2000-04-05,2275.0,3181.0,3011.0
2000-04-06,2200.0,3349.0,2941.0
2000-04-07,2210.0,3380.0,2938.0
2000-04-08,2270.0,3333.0,2968.0
2000-04-09,2300.0,3262.0,3095.0
2000-04-10,2360.0,3242.0,5150.0
2000-04-11,2410.0,3418.0,4930.0
2000-04-12,2370.0,5033.0,4235.0
2000-04-13,2475.0,5675.0,3689.0
2000-04-14,3020.0,5092.0,3321.0
2000-04-15,4000.0,4480.0,3042.0
2000-04-16,4330.0,3999.0,2815.0
2000-04-17,3765.0,3640.0,2663.0
2000-04-18,3190.0,3365.0,2593.0
2000-04-19,2760.0,3144.0,2548.0
2000-04-20,2460.0,2967.0,2486.0
2000-04-21,2290.0,2839.0,2422.0
2000-04-22,2215.0,2749.0,2371.0
2000-04-23,2170.0,2674.0,2305.0
2000-04-24,2130.0,2602.0,2225.0
2000-04-25,2035.0,2533.0,2145.0
2000-04-26,1960.0,2458.0,2067.0
2000-04-27,1960.0,2374.0,1986.0
2000-04-28,1930.0,2285.0,1905.0
2000-04-29,1790.0,2198.0,1830.0
2000-04-30,1695.0,2113.0,1764.0
2000-05-01,1690.0,2029.0,1712.0
2000-05-02,1650.0,1949.0,1689.0
2000-05-03,1610.0,1874.0,1693.0
2000-05-04,1645.0,1807.0,1685.0
2000-05-05,1610.0,1753.0,1651.0
2000-05-06,1525.0,1714.0,1605.0
2000-05-07,1500.0,1690.0,1559.0
2000-05-08,1420.0,1672.0,1518.0
2000-05-09,1295.0,1646.0,1483.0
2000-05-10,1230.0,1612.0,1453.0
2000-05-11,1230.0,1573.0,1428.0
2000-05-12,1215.0,1533.0,1405.0
2000-05-13,1165.0,1497.0,1384.0
2000-05-14,1110.0,1464.0,1366.0
2000-05-15,1065.0,1435.0,1349.0
2000-05-16,1005.0,1409.0,1334.0
2000-05-17,1015.0,1386.0,1320.0
2000-05-18,1030.0,1365.0,1309.0
2000-05-19,981.0,1346.0,1299.0
2000-05-20,946.0,1329.0,1287.0
2000-05-21,922.0,1314.0,1273.0
2000-05-22,882.0,1302.0,1257.0
2000-05-23,858.0,1290.0,1242.0
2000-05-24,830.0,1278.0,1228.0
2000-05-25,814.0,1266.0,1215.0
2000-05-26,822.0,1252.0,1204.0
2000-05-27,794.0,1238.0,1196.0
2000-05-28,814.0,1223.0,1195.0
2000-05-29,886.0,1209.0,1202.0
2000-05-30,898.0,1196.0,1218.0
2000-05-31,922.0,1185.0,1239.0
2000-06-01,990.0,1177.0,1250.0
2000-06-02,1010.0,1170.0,1243.0
2000-06-03,990.0,1167.0,1223.0
2000-06-04,970.0,1167.0,1197.0
2000-06-05,898.0,1168.0,1172.0
2000-06-06,715.0,1168.0,1153.0
2000-06-07,649.5,1164.0,1143.0
2000-06-08,764.5,1155.0,1138.0
2000-06-09,822.0,1143.0,1133.0
2000-06-10,834.0,1129.0,1122.0
2000-06-11,826.0,1115.0,1105.0
2000-06-12,782.0,1103.0,1086.0
2000-06-13,683.5,1092.0,1066.0
2000-06-14,584.5,1082.0,1050.0
2000-06-15,595.0,1072.0,1037.0
2000-06-16,670.5,1061.0,1027.0
2000-06-17,709.0,1048.0,1019.0
2000-06-18,732.5,1035.0,1010.0
2000-06-19,774.0,1024.0,999.2
2000-06-20,684.0,1012.0,986.6
2000-06-21,581.0,1001.0,974.5
2000-06-22,584.5,990.2,963.9
2000-06-23,628.5,979.4,956.3
2000-06-24,639.0,968.7,953.2
2000-06-25,614.5,958.2,953.3
2000-06-26,682.5,948.8,953.0
2000-06-27,666.0,940.4,947.7
2000-06-28,575.0,931.8,938.8
2000-06-29,578.0,923.4,926.7
2000-06-30,560.0,916.3,913.0
2000-07-01,539.0,910.0,899.0
2000-07-02,557.0,903.7,887.8
2000-07-03,598.5,897.1,879.7
2000-07-04,592.5,890.3,875.0
2000-07-05,533.0,882.8,872.2
2000-07-06,533.0,874.5,868.2
2000-07-07,585.5,865.2,864.6
2000-07-08,585.5,856.6,858.7
2000-07-09,548.0,849.3,850.4
2000-07-10,580.5,842.5,840.8
2000-07-11,601.5,836.3,831.4
2000-07-12,557.0,830.6,823.8
2000-07-13,577.0,825.3,820.2
2000-07-14,639.0,820.7,820.2
2000-07-15,667.0,816.3,819.5
2000-07-16,698.5,811.5,816.6
2000-07-17,730.5,806.3,812.7
2000-07-18,674.5,800.6,809.6
2000-07-19,585.5,794.7,808.0
2000-07-20,606.5,788.8,806.3
2000-07-21,681.0,783.0,803.1
2000-07-22,759.5,777.2,798.6
2000-07-23,838.0,771.5,793.9
2000-07-24,868.0,766.3,790.8
2000-07-25,965.0,761.7,791.4
2000-07-26,1023.0,757.5,798.7
2000-07-27,942.0,753.5,812.3
2000-07-28,979.0,749.5,822.5
2000-07-29,1019.0,745.5,822.9
2000-07-30,1004.0,741.8,816.0
2000-07-31,980.0,739.4,806.3
2000-08-01,850.0,739.4,797.0
2000-08-02,820.0,742.7,789.1
2000-08-03,1005.0,747.9,784.8
2000-08-04,1130.0,752.6,788.2
