Date,Qobs,sim1,sim2
2000-01-02,,505.5,464.6
2000-01-03,,531.1,490.2
2000-01-04,,526.7,500.0
2000-01-05,,533.3,492.9
2000-01-06,,533.8,491.1
2000-01-07,,536.4,490.5
2000-01-08,,540.8,490.7
2000-01-09,,544.4,494.0
2000-01-10,,547.9,501.9
2000-01-11,,553.1,509.4
2000-01-12,,560.9,511.9
2000-01-13,,568.6,510.2
2000-01-14,,572.7,506.4
2000-01-15,,572.3,501.7
2000-01-16,,568.4,496.4
2000-01-17,,562.5,490.8
2000-01-18,,556.0,485.7
2000-01-19,,550.4,482.9
2000-01-20,,545.9,482.2
2000-01-21,,542.8,484.2
2000-01-22,,541.5,491.1
2000-01-23,,542.8,501.4
2000-01-24,,548.0,508.1
2000-01-25,,556.3,507.0
2000-01-26,,565.1,501.2
2000-01-27,,570.3,494.0
2000-01-28,,569.4,486.9
2000-01-29,,563.9,480.9
2000-01-30,,557.1,478.0
2000-01-31,,552.1,479.8
2000-02-01,,551.2,486.8
2000-02-02,,556.0,501.9
2000-02-03,,568.4,534.1
2000-02-04,,593.2,624.9
2000-02-05,,647.5,825.4
2000-02-06,,804.6,981.2
2000-02-07,,1142.0,1063.0
2000-02-08,,1407.0,1154.0
2000-02-09,,1581.0,1406.0
2000-02-10,,1839.0,1509.0
2000-02-11,,2036.0,1527.0
2000-02-12,,2076.0,1559.0
2000-02-13,,2060.0,1518.0
2000-02-14,,1995.0,1412.0
2000-02-15,,1868.0,1308.0
2000-02-16,,1723.0,1261.0
2000-02-17,,1612.0,1282.0
2000-02-18,,1556.0,1260.0
2000-02-19,,1526.0,1196.0
2000-02-20,,1480.0,1180.0
2000-02-21,,1436.0,1167.0
2000-02-22,,1400.0,1110.0
2000-02-23,,1340.0,1048.0
2000-02-24,,1263.0,997.3
2000-02-25,,1186.0,958.5
2000-02-26,,1120.0,928.0
2000-02-27,,1067.0,905.8
2000-02-28,,1027.0,912.2
2000-02-29,,1007.0,1050.0
2000-03-01,,1034.0,1223.0
2000-03-02,,1166.0,1221.0
2000-03-03,,1324.0,1184.0
2000-03-04,,1362.0,1198.0
2000-03-05,,1355.0,1348.0
2000-03-06,,1417.0,1414.0
2000-03-07,,1558.0,1389.0
2000-03-08,,1620.0,1352.0
2000-03-09,,1599.0,1266.0
2000-03-10,,1540.0,1220.0
2000-03-11,,1504.0,1516.0
2000-03-12,,1648.0,2590.0
2000-03-13,,2483.0,2387.0
2000-03-14,,2921.0,2042.0
2000-03-15,,2613.0,1784.0
2000-03-16,,2280.0,1585.0
2000-03-17,,2013.0,1442.0
2000-03-18,,1809.0,1416.0
2000-03-19,,1679.0,1444.0
2000-03-20,,1619.0,1373.0
2000-03-21,,1569.0,1275.0
