Date,Qobs,sim1,sim2
2000-01-02,142.5,168.4,156.8
2000-01-03,132.0,174.9,165.1
2000-01-04,126.5,175.2,163.6
2000-01-05,131.5,174.7,159.7
2000-01-06,143.0,174.1,157.7
2000-01-07,171.0,176.4,162.0
2000-01-08,209.0,181.5,166.6
2000-01-09,219.0,184.9,166.8
2000-01-10,195.0,184.9,164.5
2000-01-11,175.0,182.5,161.9
2000-01-12,172.0,179.2,159.6
2000-01-13,170.5,175.7,157.5
2000-01-14,166.0,172.5,155.5
2000-01-15,159.0,169.4,153.3
2000-01-16,153.5,166.4,150.9
2000-01-17,141.5,163.4,148.4
2000-01-18,132.0,161.0,147.2
2000-01-19,134.5,162.8,151.9
2000-01-20,140.0,170.1,162.2
2000-01-21,148.5,180.4,170.3
2000-01-22,158.0,189.9,170.5
2000-01-23,159.0,193.9,167.0
2000-01-24,150.0,191.4,163.1
2000-01-25,143.5,185.8,159.0
2000-01-26,142.0,179.3,155.0
2000-01-27,144.5,173.1,151.4
2000-01-28,146.0,167.4,148.2
2000-01-29,143.0,162.6,145.5
2000-01-30,141.0,159.0,143.9
2000-01-31,146.5,159.1,147.3
2000-02-01,209.0,174.0,175.9
2000-02-02,370.5,232.6,271.9
2000-02-03,521.5,371.9,383.1
2000-02-04,546.0,527.0,441.8
2000-02-05,510.0,603.5,458.7
2000-02-06,455.0,608.5,450.5
2000-02-07,496.5,658.5,564.7
2000-02-08,610.5,761.6,616.2
2000-02-09,618.0,780.4,594.3
2000-02-10,580.0,757.8,597.9
2000-02-11,572.5,746.3,591.3
2000-02-12,554.0,705.8,532.0
2000-02-13,494.5,623.6,459.1
2000-02-14,432.5,541.0,414.8
2000-02-15,384.0,500.4,431.2
2000-02-16,353.0,499.7,432.0
2000-02-17,330.0,482.2,391.3
2000-02-18,315.5,442.7,361.4
2000-02-19,313.0,411.6,349.6
2000-02-20,309.0,385.5,330.0
2000-02-21,293.5,359.0,309.6
2000-02-22,272.5,334.6,294.0
2000-02-23,263.0,314.7,282.4
2000-02-24,255.5,299.2,273.1
2000-02-25,237.5,286.9,264.9
2000-02-26,220.0,281.6,273.0
2000-02-27,282.0,315.4,378.0
2000-02-28,389.0,420.1,476.0
2000-02-29,406.5,505.2,455.4
2000-03-01,357.5,494.8,410.0
2000-03-02,322.0,459.9,402.8
2000-03-03,322.0,461.4,457.8
2000-03-04,363.0,525.5,505.5
2000-03-05,384.0,548.9,470.8
2000-03-06,383.0,539.8,473.8
2000-03-07,396.0,519.3,441.4
2000-03-08,385.0,477.7,390.2
2000-03-09,364.0,442.8,404.4
2000-03-10,545.0,545.6,774.4
2000-03-11,1217.0,1085.0,1132.0
2000-03-12,1640.0,1207.0,906.1
2000-03-13,1360.0,992.8,738.5
2000-03-14,1024.0,816.8,621.8
2000-03-15,795.5,678.0,518.7
2000-03-16,652.5,574.1,468.1
2000-03-17,630.0,532.0,497.2
2000-03-18,616.0,524.2,472.8
2000-03-19,576.0,493.6,422.5
2000-03-20,549.0,446.2,383.2
